,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,soil_color_encode,Crop_encode
683,100,80,60,6.0,900,20,1,15
684,105,80,60,6.0,900,20,1,15
685,110,80,60,6.0,900,20,1,15
686,115,80,60,6.0,900,20,1,15
687,120,80,60,6.0,900,20,1,15
688,100,60,45,6.5,1000,25,1,15
689,105,60,45,6.5,1000,25,1,15
690,110,60,45,6.5,1000,25,1,15
691,115,60,45,6.5,1000,25,1,15
692,120,60,45,6.5,1000,25,1,15
693,100,65,50,7.0,500,15,1,15
694,105,65,50,7.0,500,15,1,15
695,110,65,50,7.0,500,15,1,15
696,115,65,50,7.0,500,15,1,15
697,120,65,50,7.0,500,15,1,15
698,100,70,55,7.5,600,20,1,15
699,105,70,55,7.5,600,20,1,15
700,110,70,55,7.5,600,20,1,15
701,115,70,55,7.5,600,20,1,15
702,120,70,55,7.5,600,20,1,15
703,100,75,60,6.0,700,25,1,15
704,105,75,60,6.0,700,25,1,15
705,110,75,60,6.0,700,25,1,15
706,115,75,60,6.0,700,25,1,15
707,120,75,60,6.0,700,25,1,15
708,100,80,40,6.5,800,15,1,15
709,105,80,40,6.5,800,15,1,15
710,110,80,40,6.5,800,15,1,15
711,115,80,40,6.5,800,15,1,15
712,120,80,40,6.5,800,15,1,15
713,100,60,50,7.0,900,20,1,15
714,105,60,50,7.0,900,20,1,15
715,110,60,50,7.0,900,20,1,15
716,115,60,50,7.0,900,20,1,15
717,120,60,50,7.0,900,20,1,15
718,100,65,55,7.5,1000,25,1,15
719,105,65,55,7.5,1000,25,1,15
720,110,65,55,7.5,1000,25,1,15
721,115,65,55,7.5,1000,25,1,15
722,120,65,55,7.5,1000,25,1,15
723,100,70,60,6.0,500,15,1,15
724,105,70,60,6.0,500,15,1,15
725,110,70,60,6.0,500,15,1,15
726,115,70,60,6.0,500,15,1,15
727,120,70,60,6.0,500,15,1,15
728,100,75,40,6.5,600,20,1,15
729,105,75,40,6.5,600,20,1,15
730,110,75,40,6.5,600,20,1,15
731,115,75,40,6.5,600,20,1,15
732,120,75,40,6.5,600,20,1,15
733,100,80,45,7.0,700,25,1,15
734,105,80,45,7.0,700,25,1,15
735,110,80,45,7.0,700,25,1,15
736,115,80,45,7.0,700,25,1,15
737,120,80,45,7.0,700,25,1,15
738,100,60,55,7.5,800,15,1,15
739,105,60,55,7.5,800,15,1,15
740,110,60,55,7.5,800,15,1,15
741,115,60,55,7.5,800,15,1,15
742,120,60,55,7.5,800,15,1,15
743,100,65,60,6.0,900,20,1,15
744,105,65,60,6.0,900,20,1,15
745,110,65,60,6.0,900,20,1,15
746,115,65,60,6.0,900,20,1,15
747,120,65,60,6.0,900,20,1,15
748,100,70,40,6.5,1000,25,1,15
749,105,70,40,6.5,1000,25,1,15
750,110,70,40,6.5,1000,25,1,15
751,115,70,40,6.5,1000,25,1,15
752,120,70,40,6.5,1000,25,1,15
753,100,75,45,7.0,500,15,1,15
754,105,75,45,7.0,500,15,1,15
755,110,75,45,7.0,500,15,1,15
756,115,75,45,7.0,500,15,1,15
757,120,75,45,7.0,500,15,1,15
758,100,80,50,7.5,600,20,1,15
759,105,80,50,7.5,600,20,1,15
760,110,80,50,7.5,600,20,1,15
761,115,80,50,7.5,600,20,1,15
762,120,80,50,7.5,600,20,1,15
763,100,60,60,6.0,700,25,1,15
764,105,60,60,6.0,700,25,1,15
765,110,60,60,6.0,700,25,1,15
766,115,60,60,6.0,700,25,1,15
767,120,60,60,6.0,700,25,1,15
768,100,65,40,6.5,800,15,1,15
769,105,65,40,6.5,800,15,1,15
770,110,65,40,6.5,800,15,1,15
771,115,65,40,6.5,800,15,1,15
772,120,65,40,6.5,800,15,1,15
773,100,70,45,7.0,900,20,1,15
774,105,70,45,7.0,900,20,1,15
775,110,70,45,7.0,900,20,1,15
776,115,70,45,7.0,900,20,1,15
777,120,70,45,7.0,900,20,1,15
778,100,75,50,7.5,1000,25,1,15
779,105,75,50,7.5,1000,25,1,15
780,110,75,50,7.5,1000,25,1,15
781,115,75,50,7.5,1000,25,1,15
782,120,75,50,7.5,1000,25,1,15
783,100,80,55,6.0,500,15,1,15
784,105,80,55,6.0,500,15,1,15
785,110,80,55,6.0,500,15,1,15
786,115,80,55,6.0,500,15,1,15
787,120,80,55,6.0,500,15,1,15
788,100,40,40,6.0,500,15,1,15
789,105,40,40,6.0,500,15,1,15
790,110,40,40,6.0,500,15,1,15
791,115,40,40,6.0,500,15,1,15
792,120,40,40,6.0,500,15,1,15
793,100,45,45,6.5,600,20,1,15
794,105,45,45,6.5,600,20,1,15
795,110,45,45,6.5,600,20,1,15
796,115,45,45,6.5,600,20,1,15
797,120,45,45,6.5,600,20,1,15
798,100,50,50,7.0,700,25,1,15
799,105,50,50,7.0,700,25,1,15
800,110,50,50,7.0,700,25,1,15
801,115,50,50,7.0,700,25,1,15
802,120,50,50,7.0,700,25,1,15
803,100,55,55,7.5,800,15,1,15
804,105,55,55,7.5,800,15,1,15
805,110,55,55,7.5,800,15,1,15
806,115,55,55,7.5,800,15,1,15
807,120,55,55,7.5,800,15,1,15
808,100,60,60,6.0,900,20,1,15
809,105,60,60,6.0,900,20,1,15
810,110,60,60,6.0,900,20,1,15
811,115,60,60,6.0,900,20,1,15
812,120,60,60,6.0,900,20,1,15
813,100,40,45,6.5,1000,25,1,15
814,105,40,45,6.5,1000,25,1,15
815,110,40,45,6.5,1000,25,1,15
816,115,40,45,6.5,1000,25,1,15
817,120,40,45,6.5,1000,25,1,15
818,100,45,50,7.0,500,15,1,15
819,105,45,50,7.0,500,15,1,15
820,110,45,50,7.0,500,15,1,15
821,115,45,50,7.0,500,15,1,15
822,120,45,50,7.0,500,15,1,15
823,100,50,55,7.5,600,20,1,15
824,105,50,55,7.5,600,20,1,15
825,110,50,55,7.5,600,20,1,15
826,115,50,55,7.5,600,20,1,15
827,120,50,55,7.5,600,20,1,15
828,100,55,60,6.0,700,25,1,15
829,105,55,60,6.0,700,25,1,15
830,110,55,60,6.0,700,25,1,15
831,115,55,60,6.0,700,25,1,15
832,120,55,60,6.0,700,25,1,15
833,100,60,40,6.5,800,15,1,15
834,105,60,40,6.5,800,15,1,15
835,110,60,40,6.5,800,15,1,15
836,115,60,40,6.5,800,15,1,15
837,120,60,40,6.5,800,15,1,15
838,100,40,50,7.0,900,20,1,15
839,105,40,50,7.0,900,20,1,15
840,110,40,50,7.0,900,20,1,15
841,115,40,50,7.0,900,20,1,15
842,120,40,50,7.0,900,20,1,15
843,100,45,55,7.5,1000,25,1,15
844,105,45,55,7.5,1000,25,1,15
845,110,45,55,7.5,1000,25,1,15
846,115,45,55,7.5,1000,25,1,15
847,120,45,55,7.5,1000,25,1,15
848,100,50,60,6.0,500,15,1,15
849,105,50,60,6.0,500,15,1,15
850,110,50,60,6.0,500,15,1,15
851,115,50,60,6.0,500,15,1,15
852,120,50,60,6.0,500,15,1,15
853,100,55,40,6.5,600,20,1,15
854,105,55,40,6.5,600,20,1,15
855,110,55,40,6.5,600,20,1,15
856,115,55,40,6.5,600,20,1,15
857,120,55,40,6.5,600,20,1,15
858,100,60,45,7.0,700,25,1,15
859,105,60,45,7.0,700,25,1,15
860,110,60,45,7.0,700,25,1,15
861,115,60,45,7.0,700,25,1,15
862,120,60,45,7.0,700,25,1,15
863,100,40,55,7.5,800,15,1,15
864,105,40,55,7.5,800,15,1,15
865,110,40,55,7.5,800,15,1,15
866,115,40,55,7.5,800,15,1,15
867,120,40,55,7.5,800,15,1,15
868,100,45,60,6.0,900,20,1,15
869,105,45,60,6.0,900,20,1,15
870,110,45,60,6.0,900,20,1,15
871,115,45,60,6.0,900,20,1,15
872,120,45,60,6.0,900,20,1,15
873,100,50,40,6.5,1000,25,1,15
874,105,50,40,6.5,1000,25,1,15
875,110,50,40,6.5,1000,25,1,15
876,115,50,40,6.5,1000,25,1,15
877,120,50,40,6.5,1000,25,1,15
878,100,55,45,7.0,500,15,1,15
879,105,55,45,7.0,500,15,1,15
880,110,55,45,7.0,500,15,1,15
881,115,55,45,7.0,500,15,1,15
882,120,55,45,7.0,500,15,1,15
883,100,60,50,7.5,600,20,1,15
884,105,60,50,7.5,600,20,1,15
885,110,60,50,7.5,600,20,1,15
886,115,60,50,7.5,600,20,1,15
887,120,60,50,7.5,600,20,1,15
888,100,40,60,6.0,700,25,1,15
889,105,40,60,6.0,700,25,1,15
890,110,40,60,6.0,700,25,1,15
891,115,40,60,6.0,700,25,1,15
892,120,40,60,6.0,700,25,1,15
893,100,45,40,6.5,800,15,1,15
894,105,45,40,6.5,800,15,1,15
895,110,45,40,6.5,800,15,1,15
896,115,45,40,6.5,800,15,1,15
897,120,45,40,6.5,800,15,1,15
898,100,50,45,7.0,900,20,1,15
899,105,50,45,7.0,900,20,1,15
900,110,50,45,7.0,900,20,1,15
901,115,50,45,7.0,900,20,1,15
902,120,50,45,7.0,900,20,1,15
903,100,55,50,7.5,1000,25,1,15
904,105,55,50,7.5,1000,25,1,15
905,110,55,50,7.5,1000,25,1,15
906,115,55,50,7.5,1000,25,1,15
907,120,55,50,7.5,1000,25,1,15
908,100,60,55,6.0,500,15,1,15
909,105,60,55,6.0,500,15,1,15
910,110,60,55,6.0,500,15,1,15
911,115,60,55,6.0,500,15,1,15
912,120,60,55,6.0,500,15,1,15
913,60,40,40,6.0,500,15,1,15
914,65,40,40,6.0,500,15,1,15
915,70,40,40,6.0,500,15,1,15
916,75,40,40,6.0,500,15,1,15
917,80,40,40,6.0,500,15,1,15
918,85,40,40,6.0,500,15,1,15
919,90,40,40,6.0,500,15,1,15
920,95,40,40,6.0,500,15,1,15
921,100,40,40,6.0,500,15,1,15
922,60,45,45,6.5,600,20,1,15
923,65,45,45,6.5,600,20,1,15
924,70,45,45,6.5,600,20,1,15
925,75,45,45,6.5,600,20,1,15
926,80,45,45,6.5,600,20,1,15
927,85,45,45,6.5,600,20,1,15
928,90,45,45,6.5,600,20,1,15
929,95,45,45,6.5,600,20,1,15
930,100,45,45,6.5,600,20,1,15
931,60,55,55,7.0,700,25,1,15
932,65,55,55,7.0,700,25,1,15
933,70,55,55,7.0,700,25,1,15
934,75,55,55,7.0,700,25,1,15
935,80,55,55,7.0,700,25,1,15
936,85,55,55,7.0,700,25,1,15
937,90,55,55,7.0,700,25,1,15
938,95,55,55,7.0,700,25,1,15
939,100,55,55,7.0,700,25,1,15
940,60,60,60,7.5,800,15,1,15
941,65,60,60,7.5,800,15,1,15
942,70,60,60,7.5,800,15,1,15
943,75,60,60,7.5,800,15,1,15
944,80,60,60,7.5,800,15,1,15
945,85,60,60,7.5,800,15,1,15
946,90,60,60,7.5,800,15,1,15
947,95,60,60,7.5,800,15,1,15
948,100,60,60,7.5,800,15,1,15
949,60,40,45,6.0,900,20,1,15
950,65,40,45,6.0,900,20,1,15
951,70,40,45,6.0,900,20,1,15
952,75,40,45,6.0,900,20,1,15
953,80,40,45,6.0,900,20,1,15
954,85,40,45,6.0,900,20,1,15
955,90,40,45,6.0,900,20,1,15
956,95,40,45,6.0,900,20,1,15
957,100,40,45,6.0,900,20,1,15
958,60,45,50,6.5,1000,25,1,15
959,65,45,50,6.5,1000,25,1,15
960,70,45,50,6.5,1000,25,1,15
961,75,45,50,6.5,1000,25,1,15
962,80,45,50,6.5,1000,25,1,15
963,85,45,50,6.5,1000,25,1,15
964,90,45,50,6.5,1000,25,1,15
965,95,45,50,6.5,1000,25,1,15
966,100,45,50,6.5,1000,25,1,15
967,60,55,60,7.0,500,15,1,15
968,65,55,60,7.0,500,15,1,15
969,70,55,60,7.0,500,15,1,15
970,75,55,60,7.0,500,15,1,15
971,80,55,60,7.0,500,15,1,15
972,85,55,60,7.0,500,15,1,15
973,90,55,60,7.0,500,15,1,15
974,95,55,60,7.0,500,15,1,15
975,100,55,60,7.0,500,15,1,15
976,60,40,50,7.5,600,20,1,15
977,65,40,50,7.5,600,20,1,15
978,70,40,50,7.5,600,20,1,15
979,75,40,50,7.5,600,20,1,15
980,80,40,50,7.5,600,20,1,15
981,85,40,50,7.5,600,20,1,15
982,90,40,50,7.5,600,20,1,15
983,95,40,50,7.5,600,20,1,15
984,100,40,50,7.5,600,20,1,15
985,60,50,60,6.0,700,25,1,15
986,65,50,60,6.0,700,25,1,15
987,70,50,60,6.0,700,25,1,15
988,75,50,60,6.0,700,25,1,15
989,80,50,60,6.0,700,25,1,15
990,85,50,60,6.0,700,25,1,15
991,90,50,60,6.0,700,25,1,15
992,95,50,60,6.0,700,25,1,15
993,100,50,60,6.0,700,25,1,15
994,60,55,40,6.5,800,15,1,15
995,65,55,40,6.5,800,15,1,15
996,70,55,40,6.5,800,15,1,15
997,75,55,40,6.5,800,15,1,15
998,80,55,40,6.5,800,15,1,15
999,85,55,40,6.5,800,15,1,15
1000,90,55,40,6.5,800,15,1,15
1001,95,55,40,6.5,800,15,1,15
1002,100,55,40,6.5,800,15,1,15
1003,60,60,45,7.0,900,20,1,15
1004,65,60,45,7.0,900,20,1,15
1005,70,60,45,7.0,900,20,1,15
1006,75,60,45,7.0,900,20,1,15
1007,80,60,45,7.0,900,20,1,15
1008,85,60,45,7.0,900,20,1,15
1009,90,60,45,7.0,900,20,1,15
1010,95,60,45,7.0,900,20,1,15
1011,100,60,45,7.0,900,20,1,15
1012,60,40,55,7.5,1000,25,1,15
1013,65,40,55,7.5,1000,25,1,15
1014,70,40,55,7.5,1000,25,1,15
1015,75,40,55,7.5,1000,25,1,15
1016,80,40,55,7.5,1000,25,1,15
1017,85,40,55,7.5,1000,25,1,15
1018,90,40,55,7.5,1000,25,1,15
1019,95,40,55,7.5,1000,25,1,15
1020,100,40,55,7.5,1000,25,1,15
1021,60,45,60,6.0,500,15,1,15
1022,65,45,60,6.0,500,15,1,15
1023,70,45,60,6.0,500,15,1,15
1024,75,45,60,6.0,500,15,1,15
1025,80,45,60,6.0,500,15,1,15
1026,85,45,60,6.0,500,15,1,15
1027,90,45,60,6.0,500,15,1,15
1028,95,45,60,6.0,500,15,1,15
1029,100,45,60,6.0,500,15,1,15
1030,60,50,40,6.5,600,20,1,15
1031,65,50,40,6.5,600,20,1,15
1032,70,50,40,6.5,600,20,1,15
1033,75,50,40,6.5,600,20,1,15
1034,80,50,40,6.5,600,20,1,15
1035,85,50,40,6.5,600,20,1,15
1036,90,50,40,6.5,600,20,1,15
1037,95,50,40,6.5,600,20,1,15
1038,100,50,40,6.5,600,20,1,15
1039,60,55,45,7.0,700,25,1,15
1040,65,55,45,7.0,700,25,1,15
1041,70,55,45,7.0,700,25,1,15
1042,75,55,45,7.0,700,25,1,15
1043,80,55,45,7.0,700,25,1,15
1044,85,55,45,7.0,700,25,1,15
1045,90,55,45,7.0,700,25,1,15
1046,95,55,45,7.0,700,25,1,15
1047,100,55,45,7.0,700,25,1,15
1048,60,60,50,7.5,800,15,1,15
1049,65,60,50,7.5,800,15,1,15
1050,70,60,50,7.5,800,15,1,15
1051,75,60,50,7.5,800,15,1,15
1052,80,60,50,7.5,800,15,1,15
1053,85,60,50,7.5,800,15,1,15
1054,90,60,50,7.5,800,15,1,15
1055,95,60,50,7.5,800,15,1,15
1056,100,60,50,7.5,800,15,1,15
1057,60,40,60,6.0,900,20,1,15
1058,65,40,60,6.0,900,20,1,15
1059,70,40,60,6.0,900,20,1,15
1060,75,40,60,6.0,900,20,1,15
1061,80,40,60,6.0,900,20,1,15
1062,85,40,60,6.0,900,20,1,15
1063,90,40,60,6.0,900,20,1,15
1064,95,40,60,6.0,900,20,1,15
1065,100,40,60,6.0,900,20,1,15
1066,60,45,40,6.5,1000,25,1,15
1067,65,45,40,6.5,1000,25,1,15
1068,70,45,40,6.5,1000,25,1,15
1069,75,45,40,6.5,1000,25,1,15
1070,80,45,40,6.5,1000,25,1,15
1071,85,45,40,6.5,1000,25,1,15
1072,90,45,40,6.5,1000,25,1,15
1073,95,45,40,6.5,1000,25,1,15
1074,100,45,40,6.5,1000,25,1,15
1075,60,50,45,7.0,500,15,1,15
1076,65,50,45,7.0,500,15,1,15
1077,70,50,45,7.0,500,15,1,15
1078,75,50,45,7.0,500,15,1,15
1079,80,50,45,7.0,500,15,1,15
1080,85,50,45,7.0,500,15,1,15
1081,90,50,45,7.0,500,15,1,15
1082,95,50,45,7.0,500,15,1,15
1083,100,50,45,7.0,500,15,1,15
1084,60,55,50,7.5,600,20,1,15
1085,65,55,50,7.5,600,20,1,15
1086,70,55,50,7.5,600,20,1,15
1087,75,55,50,7.5,600,20,1,15
1088,80,55,50,7.5,600,20,1,15
1089,85,55,50,7.5,600,20,1,15
1090,90,55,50,7.5,600,20,1,15
1091,95,55,50,7.5,600,20,1,15
1092,100,55,50,7.5,600,20,1,15
1093,60,60,55,6.0,700,25,1,15
1094,65,60,55,6.0,700,25,1,15
1095,70,60,55,6.0,700,25,1,15
1096,75,60,55,6.0,700,25,1,15
1097,80,60,55,6.0,700,25,1,15
1098,85,60,55,6.0,700,25,1,15
1099,90,60,55,6.0,700,25,1,15
1100,95,60,55,6.0,700,25,1,15
1101,100,60,55,6.0,700,25,1,15
1102,20,30,20,6.0,500,25,0,4
1103,25,30,20,6.0,500,25,0,4
1104,30,30,20,6.0,500,25,0,4
1105,20,35,25,6.5,600,30,0,4
1106,25,35,25,6.5,600,30,0,4
1107,30,35,25,6.5,600,30,0,4
1108,20,40,20,7.0,500,25,0,4
1109,25,40,20,7.0,500,25,0,4
1110,30,40,20,7.0,500,25,0,4
1111,20,30,25,7.5,600,30,0,4
1112,25,30,25,7.5,600,30,0,4
1113,30,30,25,7.5,600,30,0,4
1114,20,35,20,6.0,500,25,0,4
1115,25,35,20,6.0,500,25,0,4
1116,30,35,20,6.0,500,25,0,4
1117,20,40,25,6.5,600,30,0,4
1118,25,40,25,6.5,600,30,0,4
1119,30,40,25,6.5,600,30,0,4
1120,50,25,30,6.0,500,25,0,4
1121,55,25,30,6.0,500,25,0,4
1122,60,25,30,6.0,500,25,0,4
1123,50,30,35,6.5,600,30,0,4
1124,55,30,35,6.5,600,30,0,4
1125,60,30,35,6.5,600,30,0,4
1126,50,25,40,7.0,500,25,0,4
1127,55,25,40,7.0,500,25,0,4
1128,60,25,40,7.0,500,25,0,4
1129,50,30,30,7.5,600,30,0,4
1130,55,30,30,7.5,600,30,0,4
1131,60,30,30,7.5,600,30,0,4
1132,50,25,35,6.0,500,25,0,4
1133,55,25,35,6.0,500,25,0,4
1134,60,25,35,6.0,500,25,0,4
1135,50,30,40,6.5,600,30,0,4
1136,55,30,40,6.5,600,30,0,4
1137,60,30,40,6.5,600,30,0,4
1138,40,20,20,5.5,500,25,0,4
1139,45,20,20,5.5,500,25,0,4
1140,50,20,20,5.5,500,25,0,4
1141,40,30,30,6.0,600,30,0,4
1142,45,30,30,6.0,600,30,0,4
1143,50,30,30,6.0,600,30,0,4
1144,40,20,30,6.5,500,25,0,4
1145,45,20,30,6.5,500,25,0,4
1146,50,20,30,6.5,500,25,0,4
1147,40,30,20,7.0,600,30,0,4
1148,45,30,20,7.0,600,30,0,4
1149,50,30,20,7.0,600,30,0,4
1150,120,60,40,6.0,500,20,1,6
1151,125,60,40,6.0,500,20,1,6
1152,130,60,40,6.0,500,20,1,6
1153,135,60,40,6.0,500,20,1,6
1154,140,60,40,6.0,500,20,1,6
1155,145,60,40,6.0,500,20,1,6
1156,150,60,40,6.0,500,20,1,6
1157,120,65,45,6.5,600,25,1,6
1158,125,65,45,6.5,600,25,1,6
1159,130,65,45,6.5,600,25,1,6
1160,135,65,45,6.5,600,25,1,6
1161,140,65,45,6.5,600,25,1,6
1162,145,65,45,6.5,600,25,1,6
1163,150,65,45,6.5,600,25,1,6
1164,120,70,50,7.0,700,30,1,6
1165,125,70,50,7.0,700,30,1,6
1166,130,70,50,7.0,700,30,1,6
1167,135,70,50,7.0,700,30,1,6
1168,140,70,50,7.0,700,30,1,6
1169,145,70,50,7.0,700,30,1,6
1170,150,70,50,7.0,700,30,1,6
1171,120,75,55,7.5,500,20,1,6
1172,125,75,55,7.5,500,20,1,6
1173,130,75,55,7.5,500,20,1,6
1174,135,75,55,7.5,500,20,1,6
1175,140,75,55,7.5,500,20,1,6
1176,145,75,55,7.5,500,20,1,6
1177,150,75,55,7.5,500,20,1,6
1178,120,80,60,6.0,600,25,1,6
1179,125,80,60,6.0,600,25,1,6
1180,130,80,60,6.0,600,25,1,6
1181,135,80,60,6.0,600,25,1,6
1182,140,80,60,6.0,600,25,1,6
1183,145,80,60,6.0,600,25,1,6
1184,150,80,60,6.0,600,25,1,6
1185,120,60,45,6.5,700,30,1,6
1186,125,60,45,6.5,700,30,1,6
1187,130,60,45,6.5,700,30,1,6
1188,135,60,45,6.5,700,30,1,6
1189,140,60,45,6.5,700,30,1,6
1190,145,60,45,6.5,700,30,1,6
1191,150,60,45,6.5,700,30,1,6
1192,120,65,50,7.0,500,20,1,6
1193,125,65,50,7.0,500,20,1,6
1194,130,65,50,7.0,500,20,1,6
1195,135,65,50,7.0,500,20,1,6
1196,140,65,50,7.0,500,20,1,6
1197,145,65,50,7.0,500,20,1,6
1198,150,65,50,7.0,500,20,1,6
1199,120,70,55,7.5,600,25,1,6
1200,125,70,55,7.5,600,25,1,6
1201,130,70,55,7.5,600,25,1,6
1202,135,70,55,7.5,600,25,1,6
1203,140,70,55,7.5,600,25,1,6
1204,145,70,55,7.5,600,25,1,6
1205,150,70,55,7.5,600,25,1,6
1206,120,75,60,6.0,700,30,1,6
1207,125,75,60,6.0,700,30,1,6
1208,130,75,60,6.0,700,30,1,6
1209,135,75,60,6.0,700,30,1,6
1210,140,75,60,6.0,700,30,1,6
1211,145,75,60,6.0,700,30,1,6
1212,150,75,60,6.0,700,30,1,6
1213,120,80,40,6.5,500,20,1,6
1214,125,80,40,6.5,500,20,1,6
1215,130,80,40,6.5,500,20,1,6
1216,135,80,40,6.5,500,20,1,6
1217,140,80,40,6.5,500,20,1,6
1218,145,80,40,6.5,500,20,1,6
1219,150,80,40,6.5,500,20,1,6
1220,120,60,50,7.0,600,25,1,6
1221,125,60,50,7.0,600,25,1,6
1222,130,60,50,7.0,600,25,1,6
1223,135,60,50,7.0,600,25,1,6
1224,140,60,50,7.0,600,25,1,6
1225,145,60,50,7.0,600,25,1,6
1226,150,60,50,7.0,600,25,1,6
1227,120,65,55,7.5,700,30,1,6
1228,125,65,55,7.5,700,30,1,6
1229,130,65,55,7.5,700,30,1,6
1230,135,65,55,7.5,700,30,1,6
1231,140,65,55,7.5,700,30,1,6
1232,145,65,55,7.5,700,30,1,6
1233,150,65,55,7.5,700,30,1,6
1234,120,70,60,6.0,500,20,1,6
1235,125,70,60,6.0,500,20,1,6
1236,130,70,60,6.0,500,20,1,6
1237,135,70,60,6.0,500,20,1,6
1238,140,70,60,6.0,500,20,1,6
1239,145,70,60,6.0,500,20,1,6
1240,150,70,60,6.0,500,20,1,6
1241,120,75,40,6.5,600,25,1,6
1242,125,75,40,6.5,600,25,1,6
1243,130,75,40,6.5,600,25,1,6
1244,135,75,40,6.5,600,25,1,6
1245,140,75,40,6.5,600,25,1,6
1246,145,75,40,6.5,600,25,1,6
1247,150,75,40,6.5,600,25,1,6
1248,120,80,45,7.0,700,30,1,6
1249,125,80,45,7.0,700,30,1,6
1250,130,80,45,7.0,700,30,1,6
1251,135,80,45,7.0,700,30,1,6
1252,140,80,45,7.0,700,30,1,6
1253,145,80,45,7.0,700,30,1,6
1254,150,80,45,7.0,700,30,1,6
1255,120,60,55,7.5,500,20,1,6
1256,125,60,55,7.5,500,20,1,6
1257,130,60,55,7.5,500,20,1,6
1258,135,60,55,7.5,500,20,1,6
1259,140,60,55,7.5,500,20,1,6
1260,145,60,55,7.5,500,20,1,6
1261,150,60,55,7.5,500,20,1,6
1262,120,65,60,6.0,600,25,1,6
1263,125,65,60,6.0,600,25,1,6
1264,130,65,60,6.0,600,25,1,6
1265,135,65,60,6.0,600,25,1,6
1266,140,65,60,6.0,600,25,1,6
1267,145,65,60,6.0,600,25,1,6
1268,150,65,60,6.0,600,25,1,6
1269,120,70,40,6.5,700,30,1,6
1270,125,70,40,6.5,700,30,1,6
1271,130,70,40,6.5,700,30,1,6
1272,135,70,40,6.5,700,30,1,6
1273,140,70,40,6.5,700,30,1,6
1274,145,70,40,6.5,700,30,1,6
1275,150,70,40,6.5,700,30,1,6
1276,120,75,45,7.0,500,20,1,6
1277,125,75,45,7.0,500,20,1,6
1278,130,75,45,7.0,500,20,1,6
1279,135,75,45,7.0,500,20,1,6
1280,140,75,45,7.0,500,20,1,6
1281,145,75,45,7.0,500,20,1,6
1282,150,75,45,7.0,500,20,1,6
1283,120,80,50,7.5,600,25,1,6
1284,125,80,50,7.5,600,25,1,6
1285,130,80,50,7.5,600,25,1,6
1286,135,80,50,7.5,600,25,1,6
1287,140,80,50,7.5,600,25,1,6
1288,145,80,50,7.5,600,25,1,6
1289,150,80,50,7.5,600,25,1,6
1290,120,60,60,6.0,700,30,1,6
1291,125,60,60,6.0,700,30,1,6
1292,130,60,60,6.0,700,30,1,6
1293,135,60,60,6.0,700,30,1,6
1294,140,60,60,6.0,700,30,1,6
1295,145,60,60,6.0,700,30,1,6
1296,150,60,60,6.0,700,30,1,6
1297,120,65,40,6.5,500,20,1,6
1298,125,65,40,6.5,500,20,1,6
1299,130,65,40,6.5,500,20,1,6
1300,135,65,40,6.5,500,20,1,6
1301,140,65,40,6.5,500,20,1,6
1302,145,65,40,6.5,500,20,1,6
1303,150,65,40,6.5,500,20,1,6
1304,120,70,45,7.0,600,25,1,6
1305,125,70,45,7.0,600,25,1,6
1306,130,70,45,7.0,600,25,1,6
1307,135,70,45,7.0,600,25,1,6
1308,140,70,45,7.0,600,25,1,6
1309,145,70,45,7.0,600,25,1,6
1310,150,70,45,7.0,600,25,1,6
1311,120,75,50,7.5,700,30,1,6
1312,125,75,50,7.5,700,30,1,6
1313,130,75,50,7.5,700,30,1,6
1314,135,75,50,7.5,700,30,1,6
1315,140,75,50,7.5,700,30,1,6
1316,145,75,50,7.5,700,30,1,6
1317,150,75,50,7.5,700,30,1,6
1318,120,80,55,6.0,500,20,1,6
1319,125,80,55,6.0,500,20,1,6
1320,130,80,55,6.0,500,20,1,6
1321,135,80,55,6.0,500,20,1,6
1322,140,80,55,6.0,500,20,1,6
1323,145,80,55,6.0,500,20,1,6
1324,150,80,55,6.0,500,20,1,6
1325,40,20,20,5.5,300,20,4,12
1326,45,20,20,5.5,300,20,4,12
1327,50,20,20,5.5,300,20,4,12
1328,40,25,25,6.0,400,25,4,12
1329,45,25,25,6.0,400,25,4,12
1330,50,25,25,6.0,400,25,4,12
1331,40,30,30,6.5,300,30,4,12
1332,45,30,30,6.5,300,30,4,12
1333,50,30,30,6.5,300,30,4,12
1334,40,20,25,5.5,400,20,4,12
1335,45,20,25,5.5,400,20,4,12
1336,50,20,25,5.5,400,20,4,12
1337,40,25,30,6.0,300,25,4,12
1338,45,25,30,6.0,300,25,4,12
1339,50,25,30,6.0,300,25,4,12
1340,40,30,20,6.5,400,30,4,12
1341,45,30,20,6.5,400,30,4,12
1342,50,30,20,6.5,400,30,4,12
1343,40,20,30,5.5,300,20,4,12
1344,45,20,30,5.5,300,20,4,12
1345,50,20,30,5.5,300,20,4,12
1346,40,25,20,6.0,400,25,4,12
1347,45,25,20,6.0,400,25,4,12
1348,50,25,20,6.0,400,25,4,12
1349,40,30,25,6.5,300,30,4,12
1350,45,30,25,6.5,300,30,4,12
1351,50,30,25,6.5,300,30,4,12
1352,20,30,20,6.0,800,20,1,14
1353,25,30,20,6.0,800,20,1,14
1354,30,30,20,6.0,800,20,1,14
1355,20,35,25,6.5,900,25,1,14
1356,25,35,25,6.5,900,25,1,14
1357,30,35,25,6.5,900,25,1,14
1358,20,40,30,7.0,1000,20,1,14
